Line by line,Fiscal Year   ,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
219,2024,ANBANG INSURANCE CENTER,8501,52 - Finance and Insurance,SAN MARINO,CA,91108,2,0,1,0
220,2024,ANCHOR BANK,2516,52 - Finance and Insurance,PALM BEACH GARDENS,FL,33418,1,0,0,0
221,2024,ANDREW ELLIOTT DBA ANDREW ELLIOTT,7585,52 - Finance and Insurance,FAIRFAX,VA,22030,1,0,0,0
222,2024,ANDROSCOGGIN SAVINGS BANK,240,52 - Finance and Insurance,LEWISTON,ME,4240,1,0,0,0
223,2024,ANGELO GORDON AND CO LP,8879,52 - Finance and Insurance,FORT WORTH,TX,76102,1,0,0,0
224,2024,ANGELO GORDON AND CO LP,8879,52 - Finance and Insurance,NEW YORK,NY,10167,0,0,1,0
225,2024,ANNAPURNA CAPITAL MANAGEMENT LP,7051,52 - Finance and Insurance,BOCA RATON,FL,33431,0,0,1,0
226,2024,ANNAPURNA CAPITAL MANAGEMENT LP,7051,52 - Finance and Insurance,WEST PALM BEACH,FL,33401,1,0,1,0
227,2024,ANNIE AESTHETIC LLC,5362,52 - Finance and Insurance,SANFORD,NC,27330,1,0,0,0
228,2024,ANTHEM INC,5715,52 - Finance and Insurance,INDIANAPOLIS,IN,46204,0,0,0,1
229,2024,ANTHOS USA INC,3117,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,1,0
230,2024,ANTIMO LLC,9577,52 - Finance and Insurance,HOUSTON,TX,77074,1,0,0,0
231,2024,ANTIN INFRASTRUCTURE PARTNERS US S,2130,52 - Finance and Insurance,NEW YORK,NY,10036,1,0,1,0
232,2024,AO1 HOLDINGS INC D B A PLAYERS HEA,453,52 - Finance and Insurance,MINNEAPOLIS,MN,55401,0,0,1,0
233,2024,AON CONSULTING INC,2264,52 - Finance and Insurance,CHICAGO,IL,60601,15,0,12,0
234,2024,AON INSURANCE MANAGERS USA INC,7377,52 - Finance and Insurance,CHICAGO,IL,60601,0,0,1,0
235,2024,AON INVESTMENTS USA INC,9431,52 - Finance and Insurance,CHICAGO,IL,60601,1,0,1,0
236,2024,AON RE INC,9313,52 - Finance and Insurance,CHICAGO,IL,60601,2,0,5,0
237,2024,AON RISK CONSULTANTS INC,7077,52 - Finance and Insurance,CHICAGO,IL,60601,2,0,1,0
238,2024,AON RISK SERVICES INC OF MARYLAND,400,52 - Finance and Insurance,CHICAGO,IL,60601,0,0,1,0
239,2024,AON SERVICE CORPORATION,1028,52 - Finance and Insurance,CHICAGO,IL,60601,0,0,14,1
240,2024,AON SERVICE CORPORATION,1028,52 - Finance and Insurance,CUMMING,GA,30040,0,0,1,0
241,2024,APEX FINTECH SERVICES LLC,69,52 - Finance and Insurance,CHICAGO,IL,60604,6,0,6,0
242,2024,APEX FUND AND CORPORATE SERVICES NEY YORK LLC,7078,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
243,2024,APEX FUND SERVICES CHARLOTTE LLC,4246,52 - Finance and Insurance,CHARLOTTE,NC,28277,1,0,1,0
244,2024,APEX INVESTMENTS MANAGEMENT US LLC,6913,52 - Finance and Insurance,MIAMI,FL,33133,1,0,0,0
245,2024,APEXUS TECH LLC,7082,52 - Finance and Insurance,EAST BRUNSWICK,NJ,8816,1,0,1,0
246,2024,APEXUS TECH LLC,7082,52 - Finance and Insurance,NEW BRUNSWICK,NJ,8901,1,0,0,0
247,2024,APG ASSET MANAGEMENT US INC,5941,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,2,0
248,2024,APITURE INC,1616,52 - Finance and Insurance,WILMINGTON,NC,28403,1,0,0,0
249,2024,APOGEM CAPITAL LLC,4787,52 - Finance and Insurance,NEW YORK,NY,10010,1,0,0,0
250,2024,APOLLO INSURANCE SOLUTIONS GROUP L,2627,52 - Finance and Insurance,EL SEGUNDO,CA,90245,0,0,4,0
251,2024,APOLLO MANAGEMENT HOLDINGS LP,1069,52 - Finance and Insurance,NEW YORK,NY,10019,15,0,23,0
252,2024,APPIAN WAY ASSET MANAGEMENT LP,3996,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
253,2024,APPLIED ACADEMICS LLC,7627,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,2,0
254,2024,APPLIED DATA FINANCE LLC,9620,52 - Finance and Insurance,SAN DIEGO,CA,92128,1,0,2,0
255,2024,APPLIED UNDERWRITERS INC,2393,52 - Finance and Insurance,OMAHA,NE,68154,2,0,0,0
256,2024,APPOMATTOX ADVISORY INC,7087,52 - Finance and Insurance,NEW YORK,NY,10176,0,0,1,0
257,2024,APTERRA INFRASTRUCTURE CAPITAL LLC,6209,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
258,2024,AQ TECHNOLOGY PARTNERS LLC,2968,52 - Finance and Insurance,REDWOOD CITY,CA,94065,0,0,1,0
259,2024,AQR CAPITAL MANAGEMENT LLC,7414,52 - Finance and Insurance,GREENWICH,CT,6830,7,0,13,3
260,2024,AQUARIAN SERVICES LLC,8517,52 - Finance and Insurance,NEW YORK,NY,10014,1,0,0,0
261,2024,AQUATIC GROUP LLC,3010,52 - Finance and Insurance,CHICAGO,IL,60606,4,0,3,0
262,2024,AR FINANCIAL SERVICES INC,2354,52 - Finance and Insurance,STONE MOUNTAIN,GA,30087,1,0,0,0
263,2024,ARA ADVISERS LLC,3849,52 - Finance and Insurance,HOUSTON,TX,77002,0,0,1,0
264,2024,ARAB BANKING CORPORATION BSC,5101,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
265,2024,ARAMCO TRADING AMERICAS LLC,2993,52 - Finance and Insurance,HOUSTON,TX,77002,0,0,1,0
266,2024,ARBELLA INSURANCE GROUP,5448,52 - Finance and Insurance,QUINCY,MA,2169,0,0,1,0
267,2024,ARBOR REALTY SR INC,3699,52 - Finance and Insurance,UNIONDALE,NY,11553,0,0,1,0
268,2024,ARC HOME LLC,1762,52 - Finance and Insurance,MOORESTOWN,NJ,8057,0,0,1,0
269,2024,ARC PUBLIC BENEFIT CORPORATION,5667,52 - Finance and Insurance,NEW YORK,NY,10016,1,0,0,0
270,2024,ARCADIA FUNDS LLC,5043,52 - Finance and Insurance,BURLINGTON,MA,1803,1,0,0,0
271,2024,ARCH CAPITAL SERVICES LLC,6800,52 - Finance and Insurance,WHITE PLAINS,NY,10601,1,0,14,0
272,2024,ARCH INSURANCE GROUP INC,1887,52 - Finance and Insurance,JERSEY CITY,NJ,7311,0,0,6,0
273,2024,ARCH INSURANCE GROUP INC,1887,52 - Finance and Insurance,NEW YORK,NY,10036,7,0,3,0
274,2024,ARCH LABS INC,9057,52 - Finance and Insurance,NEW YORK,NY,10003,0,0,1,0
275,2024,ARCH LABS INC,9057,52 - Finance and Insurance,NEW YORK,NY,10010,0,0,1,0
276,2024,ARCH US MI SERVICES INC,257,52 - Finance and Insurance,GREENSBORO,NC,27401,1,0,18,0
277,2024,ARCHERMAN CAPITAL MANAGEMENT LLC,4913,52 - Finance and Insurance,BOSTON,MA,2108,0,0,1,0
278,2024,ARCHIMED LLC,9032,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
279,2024,ARCHIPELAGO CAPITAL PARTNERS LLC,9748,52 - Finance and Insurance,BOSTON,MA,2116,1,0,0,0
280,2024,ARCHWELL HOLDINGS LLC,3631,52 - Finance and Insurance,FORT LAUDERDALE,FL,33309,1,0,0,0
281,2024,ARCTOS PARTNERS,7277,52 - Finance and Insurance,DALLAS,TX,75205,0,0,1,0
282,2024,ARDAN INC,5870,52 - Finance and Insurance,MAITLAND,FL,32751,0,0,1,0
283,2024,ARDEA SERVICES LLC,605,52 - Finance and Insurance,NEW YORK,NY,10001,1,0,0,0
284,2024,ARDIAN US LLC,7855,52 - Finance and Insurance,NEW YORK,NY,10019,2,0,0,0
285,2024,ARENA SERVICE CO LLC,7154,52 - Finance and Insurance,NEW YORK,NY,10174,1,0,0,0
286,2024,ARES INSURANCE SOLUTIONS LLC,5158,52 - Finance and Insurance,LOS ANGELES,CA,90067,0,0,0,1
287,2024,ARES OPERATIONS LLC,8832,52 - Finance and Insurance,LOS ANGELES,CA,90067,13,0,8,0
288,2024,ARGA INVESTMENT MANAGEMENT LP,1610,52 - Finance and Insurance,STAMFORD,CT,6901,1,0,1,0
289,2024,ARGO INFRASTRUCTURE PARTNERS LP,6757,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,3,0
290,2024,ARGONAUT MANAGEMENT SERVICES INC,9179,52 - Finance and Insurance,SAN ANTONIO,TX,78215,0,0,1,0
291,2024,ARIEL INVESTMENTS LLC,2418,52 - Finance and Insurance,CHICAGO,IL,60601,1,0,0,0
292,2024,ARISTOTLE PACIFIC CAPITAL LLC,746,52 - Finance and Insurance,LOS ANGELES,CA,90025,0,0,1,0
293,2024,ARK INVESTMENT MANAGEMENT LLC,9299,52 - Finance and Insurance,ST. PETERSBURG,FL,33701,2,0,0,0
294,2024,ARMISTICE CAPITAL LLC,188,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
295,2024,ARONSON GROUP LLC,5002,52 - Finance and Insurance,DEWITT,IA,52742,1,0,0,0
296,2024,ARPELS INVESTMENT LLC,9265,52 - Finance and Insurance,CHICAGO,IL,60611,1,0,1,0
297,2024,ARROWHEAD GENERAL INSURANCE AGENCY,8914,52 - Finance and Insurance,SAN DIEGO,CA,92101,1,0,0,0
298,2024,ARROWSTREET CAPITAL LIMITED PARTNE,2863,52 - Finance and Insurance,BOSTON,MA,2116,5,0,17,0
299,2024,ARROWSTREET CAPITAL LIMITED PARTNERSHIP,2863,52 - Finance and Insurance,BOSTON,MA,2116,0,1,3,0
300,2024,ARROYO ENERGY INVESTMENT PARTNERS,5448,52 - Finance and Insurance,SPRING,TX,77389,1,0,0,0
301,2024,ARSENAL CAPITAL MANAGEMENT LP,7189,52 - Finance and Insurance,NEW YORK,NY,10172,0,0,2,0
302,2024,ARSLAN CAPITAL MANAGEMENT LLC,5321,52 - Finance and Insurance,AUSTIN,TX,78759,0,0,1,0
303,2024,ARTA FINANCE INC,8433,52 - Finance and Insurance,MOUNTAIN VIEW,CA,94041,1,0,0,0
304,2024,ARTHUR J GALLAGHER SERVICE COMPANY LLC,60,52 - Finance and Insurance,ROLLING MEADOWS,IL,60008,3,0,23,0
305,2024,ARTISAN PARTNERS LIMITED PARTNERSH,1775,52 - Finance and Insurance,MILWAUKEE,WI,53202,0,0,3,0
306,2024,ASAP PROPERTY HOLDINGS INC,4814,52 - Finance and Insurance,PASADENA,CA,91106,1,0,0,0
307,2024,ASCELLAHEALTH LLC,2556,52 - Finance and Insurance,BERWYN,PA,19312,0,0,1,0
308,2024,ASCEND COLLATERAL EXAMS LLC,1526,52 - Finance and Insurance,DALLAS,TX,75206,1,0,0,0
309,2024,ASCENSUS,5754,52 - Finance and Insurance,DRESCHER,PA,19025,0,0,1,0
310,2024,ASCENSUS,5754,52 - Finance and Insurance,DRESHER,PA,19025,1,0,1,0
311,2024,ASCENSUS,5754,52 - Finance and Insurance,NEWTON CENTER,MA,2459,0,0,1,0
312,2024,ASCENSUS LLC,5754,52 - Finance and Insurance,NEWTON,MA,19025,0,0,1,0
313,2024,ASCENSUS LLC,5754,52 - Finance and Insurance,NEWTON CENTER,MA,2459,0,0,2,0
314,2024,ASCENT INVESTOR RELATIONS INC,9411,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,0,0
315,2024,ASCENT LINE PARTNERS LLC,8022,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,0,0,2,0
316,2024,ASCOT US SERVICES COMPANY LLC,3659,52 - Finance and Insurance,NEW YORK,NY,10036,1,0,1,0
317,2024,ASHLAND HILL MEDIA FINANCE L P,9870,52 - Finance and Insurance,SANTA MONICA,CA,90401,1,0,0,0
318,2024,ASI LEGACY MARKETING CORP.DBA ALPHA LEGACY INSURANCE AGENCY,4105,52 - Finance and Insurance,IRVINE,CA,92620,1,0,0,0
319,2024,ASL CAPITAL MARKETS INC,925,52 - Finance and Insurance,STAMFORD,CT,6901,1,0,0,0
320,2024,ASPEN DATA ADVISORS INC,4243,52 - Finance and Insurance,SAN PEDRO,CA,90731,0,0,1,0
321,2024,ASPEN ML LLC,6982,52 - Finance and Insurance,TIGARD,OR,97223,0,0,1,0
322,2024,ASPIDA FINANCIAL SERVICES LLC,3933,52 - Finance and Insurance,DURHAM,NC,27713,1,0,4,0
323,2024,ASPIREBLOOMS INNOVATION INC,637,52 - Finance and Insurance,PLANO,TX,75024,1,0,0,0
324,2024,ASSET ALLOCATION AND MANAGEMENT CO,8695,52 - Finance and Insurance,CHICAGO,IL,60603,0,0,1,0
325,2024,ASSET MANAGEMENT ONE USA INC,3155,52 - Finance and Insurance,NEW YORK,NY,10177,1,0,0,0
326,2024,ASSETMARK FINANCIAL HOLDINGS INC,4039,52 - Finance and Insurance,CONCORD,CA,94520,1,0,3,0
327,2024,ASSOCIATED BANC-CORP D B A ASSOCIA,8068,52 - Finance and Insurance,GREEN BAY,WI,54301,3,0,1,0
328,2024,ASSOCIATES IN INSURANCE CONCEPTS INC,460,52 - Finance and Insurance,IRVINE,CA,92618,1,0,0,0
329,2024,ASTRA SERVICE MANAGEMENT INC,1910,52 - Finance and Insurance,BOULDER,CO,80302,0,0,1,0
330,2024,ASURION LLC,7174,52 - Finance and Insurance,NASHVILLE,TN,37203,6,0,84,0
331,2024,AT-BAY INC,9687,52 - Finance and Insurance,MOUNTAIN VIEW,CA,94041,0,0,1,0
332,2024,ATAIROS MANAGEMENT L P,2503,52 - Finance and Insurance,BRYN MAWR,PA,19010,1,0,0,0
333,2024,ATHENE ANNUITY AND LIFE COMPANY,5020,52 - Finance and Insurance,WDM,IA,50266,0,0,1,0
334,2024,ATHENE ANNUITY AND LIFE COMPANY,5020,52 - Finance and Insurance,WEST DEES MOINES,IA,50266,0,0,1,0
335,2024,ATHENE ANNUITY AND LIFE COMPANY,5020,52 - Finance and Insurance,WEST DES MOINES,IA,50266,2,0,20,0
336,2024,ATLANTIC CASUALTY INSURANCE COMPAN,2814,52 - Finance and Insurance,GOLDSBORO,NC,27534,1,0,0,0
337,2024,ATLANTIC TRADING AND MARKETING INC,7002,52 - Finance and Insurance,HOUSTON,TX,77002,1,0,1,0
338,2024,ATLANTICO CAPITAL PARTNERS LLC,4888,52 - Finance and Insurance,MIAMI,FL,33131,0,0,1,0
339,2024,ATLANTICUS SERVICES CORPORATION,5776,52 - Finance and Insurance,ATLANTA,GA,30328,4,0,12,0
340,2024,ATLAS SECURITIZED PRODUCTS PARTNER,1772,52 - Finance and Insurance,NEW YORK,NY,10010,1,0,1,0
341,2024,ATLAS SECURITIZED PRODUCTS PARTNER,1772,52 - Finance and Insurance,NEW YORK,NY,10169,1,0,1,0
342,2024,ATOM FINANCE INC,6667,52 - Finance and Insurance,ALBANY,NY,12207,0,0,3,0
343,2024,ATTUNE INSURANCE SERVICES LLC,5824,52 - Finance and Insurance,NEW YORK,NY,10005,0,0,1,0
344,2024,AUDAX MANAGEMENT COMPANY LLC,5555,52 - Finance and Insurance,BOSTON,MA,2199,1,0,3,0
345,2024,AUDAX MANAGEMENT COMPANY LLC,7377,52 - Finance and Insurance,BOSTON,MA,2199,0,0,1,0
346,2024,AUDAX MANAGEMENT COMPANY NY LLC,5044,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,2,0
347,2024,AUDION MANAGEMENT COMPANY LLC DBA,9366,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,1,0
348,2024,AUERBACH GRAYSON CO LLC,6908,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
349,2024,AUGUST INSURANCE LLC,423,52 - Finance and Insurance,ORLANDO,FL,32835,0,0,1,0
350,2024,AULTCARE CORP,8123,52 - Finance and Insurance,CANTON,OH,44710,0,0,1,0
351,2024,AURFY INC,4540,52 - Finance and Insurance,SANTA CLARA,CA,95054,1,0,1,0
352,2024,AUSTIN BUSINESS FINANCE LLC DBA BA,9669,52 - Finance and Insurance,AUSTIN,TX,78741,0,0,1,0
353,2024,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,3463,52 - Finance and Insurance,NEW YORK,NY,10172,1,0,0,0
354,2024,AUTO CLUB SERVICES INC,446,52 - Finance and Insurance,TAMPA,FL,33634,3,0,14,0
355,2024,AUTOMATION HOLDINGS LLC,5859,52 - Finance and Insurance,NEW YORK,NY,10038,1,0,0,0
356,2024,AVALON ADMINISTRATIVE SERVICES LLC,9348,52 - Finance and Insurance,TAMPA,FL,33607,1,0,0,0
357,2024,AVANT LLC,1612,52 - Finance and Insurance,CHICAGO,IL,60654,4,0,10,0
358,2024,AVANTAX WEALTH MANAGEMENT INC,4244,52 - Finance and Insurance,COPPELL,TX,75019,0,0,3,0
359,2024,AVEN FINANCIAL INC,6329,52 - Finance and Insurance,BURLINGAME,CA,94010,1,0,0,0
360,2024,AVEN FINANCIAL INC,6329,52 - Finance and Insurance,CAMPBELL,CA,95008,0,0,1,0
361,2024,AVENDUS CAPITAL INC,9799,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,0,1
362,2024,AVENTAIL CAPITAL GROUP LP,6468,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
363,2024,AVERE COMMODITIES CORP,6940,52 - Finance and Insurance,POMPANO BEACH,FL,33064,1,0,0,0
364,2024,AVESTA HOMES LLC D B A RESPROP MAN,5136,52 - Finance and Insurance,AUSTIN,TX,78741,0,0,1,0
365,2024,AXCESS FINANCIAL SERVICES INC,5652,52 - Finance and Insurance,CINCINNATI,OH,45236,0,0,4,0
366,2024,AXIS SPECIALTY U S SERVICES INC,82,52 - Finance and Insurance,ALPHARETTA,GA,30009,0,0,4,0
367,2024,AXONIC CAPITAL LLC,8539,52 - Finance and Insurance,NEW YORK,NY,10022,2,0,0,0
368,2024,AXOS BANK,4883,52 - Finance and Insurance,SAN DIEGO,CA,92122,1,0,14,0
369,2024,AXQ CAPITAL LP,1250,52 - Finance and Insurance,JERSEY CITY,NJ,7310,1,0,0,0
370,2024,AYCO COMPANY LP A GOLDMAN SACHS COMPANY,7432,52 - Finance and Insurance,NEW YORK,NY,10282,0,0,1,0
371,2024,AYSEN CORPORATION,5528,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,2,0
372,2024,AZIMUT ALTERNATIVE CAPITAL PARTNER,3134,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
373,2024,AZORA AMERICA LLC,1651,52 - Finance and Insurance,MIAMI,FL,33131,0,0,1,0
374,2024,AZURA PARTNERS US LLC,9904,52 - Finance and Insurance,NEW YORK,NY,10153,0,0,1,0
375,2024,AZZAD ASSET MANAGEMENT INC,6116,52 - Finance and Insurance,FALLS CHURCH,VA,22042,0,0,1,0
376,2024,B RILEY SECURITIES INC,477,52 - Finance and Insurance,LOS ANGELES,CA,90025,1,0,0,0
377,2024,B RILEY SECURITIES INC,477,52 - Finance and Insurance,MEMPHIS,TN,38103,0,0,1,0
378,2024,B&H FINANCIAL SERVICES INC,5339,52 - Finance and Insurance,VIENNA,VA,22182,0,0,1,0
379,2024,BAIN CAPITAL LP,1291,52 - Finance and Insurance,BOSTON,MA,2116,1,0,8,0
380,2024,BALANCE POINT CAPITAL ADVISORS LLC,4386,52 - Finance and Insurance,WESTPORT,CT,6880,0,0,1,0
381,2024,BALBEC CAPITAL LP,6845,52 - Finance and Insurance,ALPHARETTA,GA,30009,0,0,2,0
382,2024,BALLENTINE PARTNERS LLC,7796,52 - Finance and Insurance,WALTHAM,MA,2451,1,0,0,0
383,2024,BALYASNY ASSET MANAGEMENT L P,6492,52 - Finance and Insurance,CHICAGO,IL,60606,20,0,36,0
384,2024,BALYASNY ASSET MANAGEMENT LP,6492,52 - Finance and Insurance,CHICAGO,IL,60606,0,0,1,0
385,2024,BAMBOO ADVISOR INC,8281,52 - Finance and Insurance,DAVIE,FL,33024,1,0,0,0
386,2024,BAMBOO ADVISOR INC,8281,52 - Finance and Insurance,DAVIE,FL,33326,1,0,0,0
387,2024,BANC INSURANCE AGENCY INC DBA INSURITAS,2054,52 - Finance and Insurance,AGAWAM,MA,1001,0,0,1,0
388,2024,BANCO BILBAO VIZCAYA ARGENTARIA S,1492,52 - Finance and Insurance,NEW YORK,NV,10105,0,0,1,0
389,2024,BANCO BILBAO VIZCAYA ARGENTARIA S,1492,52 - Finance and Insurance,NEW YORK,NY,10105,0,0,1,0
390,2024,BANCO DE CREDITO E INVERSIONES S A,6160,52 - Finance and Insurance,MIAMI,FL,33131,0,0,1,0
391,2024,BANCO DE SABADELL S A,4511,52 - Finance and Insurance,MIAMI,FL,33131,0,0,1,0
392,2024,BANCO DO BRASIL SECURITIES LLC,8833,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,1,0
393,2024,BANCO ITAU INTERNATIONAL,8669,52 - Finance and Insurance,MIAMI,FL,33131,2,0,3,0
394,2024,BANCO SANTANDER INTERNATIONAL,1944,52 - Finance and Insurance,MIAMI,FL,33131,1,0,0,0
395,2024,BANCO SANTANDER S A NEW YORK BRANC,7929,52 - Finance and Insurance,NEW YORK,NY,10022,10,0,12,0
396,2024,BANCO SANTANDER S A NEW YORK BRANCH,7929,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
397,2024,BANGOR SAVINGS BANK,4610,52 - Finance and Insurance,BANGOR,ME,4401,1,0,0,0
398,2024,BANK IRVINE,6591,52 - Finance and Insurance,IRVINE,CA,92618,0,0,2,0
399,2024,BANK OF AMERICA CORPORATION,6609,52 - Finance and Insurance,CHARLOTTE,NC,28255,0,0,1,0
400,2024,BANK OF AMERICA N A,7664,52 - Finance and Insurance,CHARLOTTE,NC,28255,0,0,1,0
401,2024,BANK OF AMERICA N A,7665,52 - Finance and Insurance,CHARLOTTE,NC,28255,78,0,391,0
402,2024,BANK OF AMERICA N A,7665,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,1,0
403,2024,BANK OF AMERICA NA,7665,52 - Finance and Insurance,CHARLOTTE,NC,28255,11,0,17,0
404,2024,BANK OF CHINA,509,52 - Finance and Insurance,NEW YORK,NY,10018,23,1,21,1
405,2024,BANK OF HOPE,2168,52 - Finance and Insurance,LOS ANGELES,CA,90010,1,0,6,0
406,2024,BANK OF MONTREAL,1092,52 - Finance and Insurance,CHICAGO,IL,60606,0,0,3,0
407,2024,BANK OF THE ORIENT,2792,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,1,0
408,2024,BANK OF UTAH,8467,52 - Finance and Insurance,OGDEN,UT,84401,0,0,1,0
409,2024,BANK OZK,170,52 - Finance and Insurance,LITTLE ROCK,AR,72223,2,0,9,0
410,2024,BANKERS HEALTHCARE GROUP LLC,6686,52 - Finance and Insurance,DAVIE,FL,33324,3,0,8,0
411,2024,BANKERS HEALTHCARE GROUP LLC,6686,52 - Finance and Insurance,FORT LAUDERDALE,FL,33324,0,0,5,0
412,2024,BANKERS INSURANCE COMPANY,3015,52 - Finance and Insurance,ST PETERSBURG,FL,33716,0,0,1,0
413,2024,BANKERS LIFE AND CASUALTY COMPANY,740,52 - Finance and Insurance,SYRACUSE,NY,13212,1,0,0,0
414,2024,BANKERS TRUST COMPANY,7385,52 - Finance and Insurance,DES MOINES,IA,50309,0,0,1,0
415,2024,BANKEVO LLC,1437,52 - Finance and Insurance,OREGON CITY,OR,97045,1,0,0,0
416,2024,BANKUNITED N A,7289,52 - Finance and Insurance,MIAMI LAKES,FL,33016,0,0,1,0
417,2024,BANNER LIFE INSURANCE CO,6145,52 - Finance and Insurance,FREDERICK,MD,21704,0,0,1,0
418,2024,BANNER RIDGE PARTNERS LP,5682,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
419,2024,BANORTE IXE SECURITIES INTERNATIONAL LTD,9288,52 - Finance and Insurance,HOUSTON,TX,77056,1,0,1,0
420,2024,BARCLAYS BANK DELAWARE,7970,52 - Finance and Insurance,NEW YORK,NY,10019,12,0,17,0
421,2024,BARCLAYS BANK PLC,2190,52 - Finance and Insurance,NEW YORK,NY,10019,0,1,2,0
422,2024,BARCLAYS CAPITAL INC,1656,52 - Finance and Insurance,NEW YORK,NY,10019,46,0,36,0
423,2024,BARCLAYS SERVICES CORP,4398,52 - Finance and Insurance,JERSEY CITY,NJ,7302,1,0,0,0
424,2024,BARCLAYS SERVICES CORP,4398,52 - Finance and Insurance,NEW YORK,NY,10019,176,0,212,1
425,2024,BARCLAYS SERVICES CORP,4938,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
426,2024,BARCLAYS SERVICES LLC,7971,52 - Finance and Insurance,NEW YORK,NY,10019,37,1,66,1
427,2024,BARES CAPITAL MANAGEMENT INC,1140,52 - Finance and Insurance,AUSTIN,TX,78738,1,0,0,0
428,2024,BARINGS LLC,4477,52 - Finance and Insurance,CHARLOTTE,NC,28202,0,0,3,0
429,2024,BARON CAPITAL INC,7580,52 - Finance and Insurance,NEW YORK,NY,10153,0,0,1,0
430,2024,BASEPOINT CAPITAL LLC,5597,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
431,2024,BASYS PROCESSING INC,3775,52 - Finance and Insurance,LENEXA,KS,66219,1,0,1,0
432,2024,BAY CREST PARTNERS LLC,7789,52 - Finance and Insurance,NEW YORK,NY,10005,0,0,1,0
433,2024,BAYHAWK CAPITAL LP,103,52 - Finance and Insurance,BOSTON,MA,2116,0,0,1,0
434,2024,BAYVIEW ASSET MANAGEMENT LLC,1971,52 - Finance and Insurance,CORAL GABLES,FL,33146,6,0,4,0
435,2024,BAYVIEW ASSET MANAGEMENT LLC,1971,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
436,2024,BC PARTNERS ADVISORS L P,3134,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,2,0
437,2024,BC PARTNERS ADVISORS L.P.,3134,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
438,2024,BC USA GP LLC,9589,52 - Finance and Insurance,NEW YORK,NY,10153,2,0,1,0
439,2024,BC USA GP LLC,9589,52 - Finance and Insurance,NEW YORK ,NY,10022,0,0,1,0
440,2024,BCI NY USA LLC,6688,52 - Finance and Insurance,NEW YORK,NY,10153,1,0,0,0
441,2024,BDO CAPITAL ADVISORS LLC,4703,52 - Finance and Insurance,BOSTON,MA,2110,0,0,1,0
442,2024,BDT CAPITAL PARTNERS LLC,5967,52 - Finance and Insurance,CHICAGO,IL,60611,4,0,1,0
443,2024,BE SOLUTIONS LLC,9797,52 - Finance and Insurance,ELYRIA,OH,44035,1,0,0,0
444,2024,BEAT CAPITAL PARTNERS SERVICES LLC,2044,52 - Finance and Insurance,CHARLOTTE,NC,28203,1,0,0,0
445,2024,BEILLION INSURANCE SVCS LLC,8058,52 - Finance and Insurance,SAN JOSE,CA,95129,0,0,1,0
446,2024,BELLWETHER CONSULTING LLC,4192,52 - Finance and Insurance,MILLBURN,NJ,7041,1,0,0,0
447,2024,BELMONT VILLAGE LP,8232,52 - Finance and Insurance,HOUSTON,TX,77063,1,0,0,0
448,2024,BENEFIT STREET PARTNERS LLC,9751,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
449,2024,BENEPATH INC,104,52 - Finance and Insurance,NEWTOWN SQUARE,PA,19073,0,0,1,0
450,2024,BENSON BINCHENG LIAO,6752,52 - Finance and Insurance,ROWLAND HEIGHTS,CA,91748,1,0,1,0
451,2024,BERKADIA COMMERCIAL MORTGAGE LLC,2934,52 - Finance and Insurance,AMBLER,PA,19002,0,0,3,0
452,2024,BERKLEY INSURANCE COMPANY,4325,52 - Finance and Insurance,GREENWICH,CT,6830,1,0,7,0
