Line by line,Fiscal Year   ,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
"25,402",2018,RAPID FINANCIAL SERVICES LLC,3844,52 - Finance and Insurance,BETHESDA,MD,20814,2,0,1,0
"25,403",2018,RAPID RATINGS INTERNATIONAL INC,67,52 - Finance and Insurance,NEW YORK,NY,10007,1,0,1,0
"25,404",2018,RAYBLUE SOLUTIONS HOLDINGS LLC,8856,52 - Finance and Insurance,MIAMI,FL,33133,0,0,2,0
"25,405",2018,RAYLIANT INVESTMENT RESEARCH,2636,52 - Finance and Insurance,IRVINE,CA,92602,1,0,0,0
"25,406",2018,RAYMOND JAMES & ASSOCIATES INC,7041,52 - Finance and Insurance,SAINT PETERSBURG,FL,33716,11,0,45,2
"25,407",2018,RAYMOND JAMES & ASSOCIATES INC,7041,52 - Finance and Insurance,ST PETERSBURG,FL,33716,2,0,18,2
"25,408",2018,RAYMOND JAMES & ASSOCIATES INC,7041,52 - Finance and Insurance,ST PETERSBURG,FL,37716,0,0,1,0
"25,409",2018,RBC BANK GEORGIE NA,4030,52 - Finance and Insurance,MINNEAPOLIS,MN,55402,0,0,1,0
"25,410",2018,RBC CAPITAL MARKETS ARBITRAGE S A,8048,52 - Finance and Insurance,MINNEAPOLIS,MN,55402,0,0,2,0
"25,411",2018,RBC CAPITAL MARKETS LLC,6300,52 - Finance and Insurance,MINNEAPOLIS,MN,55402,0,0,1,0
"25,412",2018,RBC CAPITAL MARKETS LLC,6330,52 - Finance and Insurance,MINNEAPOLIS,MN,55402,27,2,74,2
"25,413",2018,RBC CAPITAL MARKETS LLC,6330,52 - Finance and Insurance,NEW YORK,NY,10281,1,0,0,0
"25,414",2018,RBC GLOBAL ASSET MGT,668,52 - Finance and Insurance,MINNEAPOLIS,MN,55402,1,0,0,0
"25,415",2018,RBS SECURITIES INC,2275,52 - Finance and Insurance,STAMFORD,CT,6901,3,0,2,0
"25,416",2018,RBS SECURITIES INC,8944,52 - Finance and Insurance,STAMFORD,CT,6901,1,1,0,0
"25,417",2018,RC TRADING LLC,7538,52 - Finance and Insurance,CHICAGO,IL,60606,0,1,1,0
"25,418",2018,RCC VENTURES LLC,2485,52 - Finance and Insurance,NEW YORK,NY,10004,1,0,0,1
"25,419",2018,RCN CAPITAL LLC,1354,52 - Finance and Insurance,NORCROSS,GA,30093,1,0,0,0
"25,420",2018,RD LEGAL GROUP LLC,8990,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
"25,421",2018,REALATOM INC,2326,52 - Finance and Insurance,MC LEAN,VA,22102,0,1,0,0
"25,422",2018,REALITY SHARES INC,8155,52 - Finance and Insurance,SAN DIEGO,CA,92101,0,0,1,0
"25,423",2018,RECURRENT ENERGY DVLP HOLDINGS LLC,4196,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,1,0
"25,424",2018,REDBRIDGE REINSURANCE MANAGERS LLC,8915,52 - Finance and Insurance,CORAL GABLES,FL,33134,0,0,1,0
"25,425",2018,REDBURN USA LLC,8658,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,0,0
"25,426",2018,REDPOINT MANAGEMENT LLC,4156,52 - Finance and Insurance,MENLO PARK,CA,94025,0,0,1,0
"25,427",2018,REDRIDGE FINANCE GROUP LLC,6820,52 - Finance and Insurance,CHICAGO,IL,60606,0,0,1,0
"25,428",2018,REDWOOD INVESTMENT MANAGEMENT LLC,56,52 - Finance and Insurance,LOS ANGELES,CA,90035,0,0,1,0
"25,429",2018,REDWOOD TRUST INC,9422,52 - Finance and Insurance,MILL VALLEY,CA,94941,0,0,1,0
"25,430",2018,REGAL BAY INVESTMENT GROUP LLC,1903,52 - Finance and Insurance,MILWAUKEE,WI,53202,0,0,1,0
"25,431",2018,REGIONAL CENTERS HOLDING GROUP INC,3900,52 - Finance and Insurance,LONG BEACH,CA,90831,0,0,1,0
"25,432",2018,REGIONS BANK,1391,52 - Finance and Insurance,BIRMINGHAM,AL,35203,9,0,11,1
"25,433",2018,REGIONS BANK,9368,52 - Finance and Insurance,BIRMINGHAM,AL,35203,5,0,1,1
"25,434",2018,RELIANCE CAPITAL INC,1140,52 - Finance and Insurance,EDISON,NJ,8820,1,0,0,0
"25,435",2018,RELIANCE CAPITAL MARKETS II,5592,52 - Finance and Insurance,CHICAGO,IL,60606,0,0,0,1
"25,436",2018,RELIANCE FIRST CAPITAL LLC,1031,52 - Finance and Insurance,MELVILLE,NY,11747,1,0,0,0
"25,437",2018,REMEDY BPCI PARTNERS LLC,6244,52 - Finance and Insurance,DARIEN,CT,6820,0,0,2,0
"25,438",2018,REMITLY INC,1988,52 - Finance and Insurance,SEATTLE,WA,98101,2,0,1,0
"25,439",2018,RENAISSANCE TECHNOLOGIES LLC,5758,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,2,0
"25,440",2018,RENEW FINANCIAL GROUP LLC DBA RENE,7423,52 - Finance and Insurance,OAKLAND,CA,94607,2,0,0,0
"25,441",2018,RENEW FINANCIAL GROUP LLC DBA RENE,7423,52 - Finance and Insurance,OAKLAND,CA,94612,1,0,0,0
"25,442",2018,RENT A CENTER INC,1516,52 - Finance and Insurance,PLANO,TX,75024,0,0,1,0
"25,443",2018,RENTERS LEGAL LIABILITY LLC,2021,52 - Finance and Insurance,SALT LAKE CITY,UT,84101,0,0,2,0
"25,444",2018,REPUBLIC FINANCE LLC,7012,52 - Finance and Insurance,BATON ROUGE,LA,70809,0,0,1,0
"25,445",2018,RESEARCH AFFILIATES LLC,299,52 - Finance and Insurance,NEWPORT BEACH,CA,92660,0,0,2,0
"25,446",2018,RESERVOIR OPERATIONS LP,6189,52 - Finance and Insurance,NEW YORK,NY,10153,1,0,0,0
"25,447",2018,RESIDENTIAL DYNAMICS GROUP LLC,4911,52 - Finance and Insurance,CHICAGO,IL,60606,1,0,0,0
"25,448",2018,RESIDENTIAL REALESTATE REVIEW INC,1764,52 - Finance and Insurance,SALT LAKE CITY,UT,84119,1,0,0,0
"25,449",2018,RESOLUTION HEALTH INC,6739,52 - Finance and Insurance,WILMINGTON,DE,19801,1,0,1,0
"25,450",2018,RESOURCE AMERICA INC,4145,52 - Finance and Insurance,PHILADELPHIA,PA,19103,1,0,0,0
"25,451",2018,REWARDS NETWORK ESTABLISHMENT SVCS,8905,52 - Finance and Insurance,CHICAGO,IL,60606,1,0,0,1
"25,452",2018,RGA ENTERPRISE SERVICES COMPANY,5651,52 - Finance and Insurance,CHESTERFIELD,MO,63017,9,1,12,0
"25,453",2018,RGA ENTERPRISE SVCS CO,5651,52 - Finance and Insurance,CHESTERFIELD,MO,63017,1,0,4,0
"25,454",2018,RGA ENTERPRISE SVCS COMPANY,5651,52 - Finance and Insurance,CHESTERFIELD,MO,63017,0,0,1,0
"25,455",2018,RIALTO CAPITAL MANAGEMENT LLC,6837,52 - Finance and Insurance,MIAMI,FL,33172,0,0,3,0
"25,456",2018,RIBBIT MGMT COMPANY LLC,7512,52 - Finance and Insurance,PALO ALTO,CA,94301,1,0,0,0
"25,457",2018,RICE DAIRY LLC,9520,52 - Finance and Insurance,CHICAGO,IL,60603,0,1,0,0
"25,458",2018,RICHARD SO INSURANCE AGENCY INC,7179,52 - Finance and Insurance,SANTA CLARA,CA,95051,1,0,0,0
"25,459",2018,RICHMOND GLOBAL COMPASS FUND MGT L,7215,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
"25,460",2018,RIG US HOLDINGS INC,4836,52 - Finance and Insurance,LOS ANGELES,CA,91731,0,1,0,0
"25,461",2018,RIG US HOLDINGS INC,4836,52 - Finance and Insurance,PASADENA,CA,91105,0,0,1,0
"25,462",2018,RIPPLE LABS INC,8587,52 - Finance and Insurance,SAN FRANCISCO,CA,94104,0,0,8,0
"25,463",2018,RISK INSURANCE & REINSURANCE SOLUT,5340,52 - Finance and Insurance,MIAMI,FL,33131,0,0,1,0
"25,464",2018,RISK SPCS COMPANIES INSURANCE AGEN,4788,52 - Finance and Insurance,NEW YORK,NY,10038,0,1,0,0
"25,465",2018,RISK SPCS COS INSUR AGENCY INC,4788,52 - Finance and Insurance,NEW YORK,NY,10038,1,0,1,0
"25,466",2018,RIVERSTONE RESOURCES LLC,1580,52 - Finance and Insurance,MANCHESTER,NH,3101,0,0,1,0
"25,467",2018,RJA ASSET MANAGEMENT LLC FORMERLY,6816,52 - Finance and Insurance,DARIEN,CT,6820,0,0,1,0
"25,468",2018,RLI INSURANCE COMPANY,5434,52 - Finance and Insurance,PEORIA,IL,61615,0,0,2,0
"25,469",2018,ROBERT C COLEMAN JOHN HANCOCK,600,52 - Finance and Insurance,TAMPA,FL,33607,0,0,1,0
"25,470",2018,ROBERT W BAIRD & CO INCORPORATED,7917,52 - Finance and Insurance,MILWAUKEE,WI,53202,2,0,4,0
"25,471",2018,ROBERTS CAPITAL ADVISORS LLC,3926,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,1,0
"25,472",2018,ROBINHOOD MARKETS INC,4776,52 - Finance and Insurance,MENLO PARK,CA,94025,1,0,11,0
"25,473",2018,ROBINHOOD MARKETS INC,4776,52 - Finance and Insurance,PALO ALTO,CA,94306,2,0,5,0
"25,474",2018,ROBUSTWEALTH LLC,8991,52 - Finance and Insurance,LAMBERTVILLE,NJ,8530,3,0,2,0
"25,475",2018,ROC CAPITAL HOLDINGS LLC,4225,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
"25,476",2018,ROCKLAND TRUST CO INDEPENDENT BANK,2600,52 - Finance and Insurance,BOSTON,MA,2109,0,0,1,0
"25,477",2018,ROCKLAND TRUST COMPANY,2600,52 - Finance and Insurance,BOSTON,MA,2109,1,0,1,1
"25,478",2018,ROCKPOINT MANAGEMENT LLC,492,52 - Finance and Insurance,DALLAS,TX,75219,0,0,1,0
"25,479",2018,RONIN CAPITAL LLC,2500,52 - Finance and Insurance,CHICAGO,IL,60603,0,0,1,0
"25,480",2018,RONIN TRADING LLC,192,52 - Finance and Insurance,CHICAGO,IL,60603,0,0,1,0
"25,481",2018,ROOFSTOCK INC,8764,52 - Finance and Insurance,OAKLAND,CA,94612,0,0,2,0
"25,482",2018,ROOSEVELT MANAGEMENT COMPANY LLC,6907,52 - Finance and Insurance,NEW YORK,NY,10036,1,1,0,0
"25,483",2018,ROSEN PARTNERS,2180,52 - Finance and Insurance,NEW YORK,NY,10151,1,0,0,0
"25,484",2018,ROSENBLATT SECURITIES INC,5865,52 - Finance and Insurance,NEW YORK,NY,10005,1,0,1,0
"25,485",2018,ROSENTHAL ROSENTHAL INC,8943,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,1,0
"25,486",2018,ROSEWOOD INVESTMENT CORP,2434,52 - Finance and Insurance,NEW YORK,NY,10036,1,0,1,0
"25,487",2018,ROTELLA CAPITAL MANAGEMENT INC,9457,52 - Finance and Insurance,BELLEVUE,WA,98004,0,0,1,0
"25,488",2018,ROTHSCHILD INC,9894,52 - Finance and Insurance,NEW YORK,NY,10020,0,0,2,0
"25,489",2018,ROUNDPOINT MORTGAGE SERVICING CORP,3089,52 - Finance and Insurance,CHARLOTTE,NC,28210,0,0,1,0
"25,490",2018,ROUNDPOINT MORTGAGE SERVICING CORP,3315,52 - Finance and Insurance,CHARLOTTE,NC,28217,0,0,0,1
"25,491",2018,ROYAL BANK OF CANADA,7855,52 - Finance and Insurance,MINNEAPOLIS,MN,55402,3,0,2,0
"25,492",2018,ROYAL BUSINESS BANK,9713,52 - Finance and Insurance,SAN GABRIEL,CA,91776,0,3,1,0
"25,493",2018,ROYSTONE CAPITAL MANAGEMENT LP,7631,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,0,0
"25,494",2018,RP FUNDING CORP,6465,52 - Finance and Insurance,ORLANDO,FL,32819,0,0,0,1
"25,495",2018,RPI LLC,1631,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,1
"25,496",2018,RREEF MANAGEMENT LLC,4509,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,0,0
"25,497",2018,RUBICON POINT PARTNERS LLC,9666,52 - Finance and Insurance,SAN FRANCISCO,CA,94104,0,0,1,0
"25,498",2018,RUDOLF STEINER FOUNDATION INC,2763,52 - Finance and Insurance,SAN FRANCISCO,CA,94129,0,1,0,0
"25,499",2018,RUSSELL INVESTMENTS GROUP LLC,5863,52 - Finance and Insurance,SEATTLE,WA,98101,2,0,9,0
"25,500",2018,RWC ASSET ADVISORS LLC,9949,52 - Finance and Insurance,MIAMI,FL,33133,0,0,1,0
"25,501",2018,RWC ASSET ADVISORS US LLC,9949,52 - Finance and Insurance,MIAMI,FL,33133,0,0,1,0
"25,502",2018,RXADVANCE CORPORATION,8777,52 - Finance and Insurance,SOUTHBOROUGH,MA,1772,4,2,5,0
"25,503",2018,RYAN LABS ASSET MANAGEMENT INC,3928,52 - Finance and Insurance,NEW YORK,NY,10110,0,0,1,0
"25,504",2018,S W GROUP INC,1415,52 - Finance and Insurance,DIAMOND BAR,CA,91765,1,1,0,0
"25,505",2018,S-NETWORK GLOBAL INDEXES INC,379,52 - Finance and Insurance,NEW YORK,NY,10016,1,1,0,0
"25,506",2018,S&P GLOBAL INC,6995,52 - Finance and Insurance,NEW YORK,NY,10040,0,0,3,1
"25,507",2018,S&P GLOBAL INC,6995,52 - Finance and Insurance,NEW YORK,NY,10041,1,1,11,1
"25,508",2018,S&P GLOBAL MARKET INTELLIGENCE INC,5501,52 - Finance and Insurance,NEW YORK,NY,10041,11,1,24,2
"25,509",2018,S&P OPCO LLC,8102,52 - Finance and Insurance,NEW YORK,NY,10041,5,1,8,1
"25,510",2018,SABA CAPITAL MANAGEMENT L P,1690,52 - Finance and Insurance,NEW YORK,NY,10174,0,0,1,0
"25,511",2018,SABR CAPITAL MANAGEMENT LLC,2864,52 - Finance and Insurance,NEW YORK,NY,10016,0,1,0,0
"25,512",2018,SACHEM HEAD CAPITAL MANAGEMENT LP,2416,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
"25,513",2018,SAFARI ENERGY LLC,4775,52 - Finance and Insurance,NEW YORK,NY,10018,2,0,0,0
"25,514",2018,SAFE AUTO INSURANCE COMPANY,9882,52 - Finance and Insurance,COLUMBUS,OH,43219,0,1,2,0
"25,515",2018,SAFEGUARD PROPERTIES LLC,1590,52 - Finance and Insurance,VALLEY VIEW,OH,44125,0,2,2,0
"25,516",2018,SAFETY INSURANCE COMPANY,9624,52 - Finance and Insurance,BOSTON,MA,2110,0,0,1,0
"25,517",2018,SAFEWARE THE INSURANCE AGENCY INC,3966,52 - Finance and Insurance,DUBLIN,OH,43017,0,0,1,0
"25,518",2018,SAFRA NATIONAL BANK OF NEW YORK,9508,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"25,519",2018,SAG PRODUCERS PENSION PLAN,4100,52 - Finance and Insurance,BURBANK,CA,91505,0,0,1,0
"25,520",2018,SAGARD CAPITAL PARTNERS MGT CORP,2055,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,1,0
"25,521",2018,SAGEVIEW CAPITAL ADMIN LP,6509,52 - Finance and Insurance,GREENWICH,CT,6830,2,0,1,0
"25,522",2018,SAGICOR LIFE INSURANCE COMPANY,5841,52 - Finance and Insurance,SCOTTSDALE,AZ,85251,0,0,2,0
"25,523",2018,SAGITTA P C,1872,52 - Finance and Insurance,KETCHUM,ID,83340,0,0,1,0
"25,524",2018,SALIENT EMPLOYMENT SERVICES LLC,5243,52 - Finance and Insurance,HOUSTON,TX,77027,0,0,1,0
"25,525",2018,SALLIE MAE BANK,6134,52 - Finance and Insurance,NEWARK,DE,19713,4,0,2,1
"25,526",2018,SAM & ASSOCIATES INSURANCE AGENCY,0,52 - Finance and Insurance,SAN FRANCISCO,CA,94116,1,0,0,0
"25,527",2018,SAMM INVESTMENTS INC,1856,52 - Finance and Insurance,MARIETTA,GA,30066,1,0,0,0
"25,528",2018,SAMSUNG OAK HODINGS INC,4657,52 - Finance and Insurance,MENLO PARK,CA,94025,1,0,0,0
"25,529",2018,SAMUEL A RAMIREZ & COMPANY INC,5511,52 - Finance and Insurance,NEW YORK,NY,10006,1,0,0,0
"25,530",2018,SAMUEL A RAMIREZ COMPANY INC,5511,52 - Finance and Insurance,NEW YORK,NY,10006,0,0,1,0
"25,531",2018,SAN DIEGO COUNTY CREDIT UNION,4903,52 - Finance and Insurance,SAN DIEGO,CA,92121,0,0,1,0
"25,532",2018,SAN FRANCISCO HEALTH AUTHORITY DBA,6498,52 - Finance and Insurance,DALLAS,TX,75204,0,0,2,0
"25,533",2018,SAN FRANCISCO HEALTH AUTHORITY DBA,6498,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,0,0,5,0
"25,534",2018,SANCHEZ INSURANCE LLC,7538,52 - Finance and Insurance,BALTIMORE,MD,21231,0,0,1,0
"25,535",2018,SANDIA POINT CAPITAL LLC,6091,52 - Finance and Insurance,CHICAGO,IL,60642,0,0,1,0
"25,536",2018,SANDS CAPITAL MANAGEMENT LLC,751,52 - Finance and Insurance,ARLINGTON,VA,22209,0,0,1,0
"25,537",2018,SANTANDER BANK NA,7295,52 - Finance and Insurance,BELLINGHAM,MA,2019,0,0,1,0
"25,538",2018,SANTANDER BANK NA,7295,52 - Finance and Insurance,BOSTON,MA,2109,13,1,38,2
"25,539",2018,SANTANDER BANK NA,7295,52 - Finance and Insurance,DORCHESTER,MA,2125,1,0,0,0
"25,540",2018,SANTANDER CONSUMER USA INC,9993,52 - Finance and Insurance,DALLAS,TX,75201,17,4,4,0
"25,541",2018,SANTANDER HOLDINGS USA INC,3088,52 - Finance and Insurance,BOSTON,MA,2109,7,0,9,0
"25,542",2018,SANTANDER HOLDINGS USA INC,3088,52 - Finance and Insurance,DORCHESTER,MA,2125,2,0,0,0
"25,543",2018,SANTANDER INVESTMENT SECURITIES IN,7308,52 - Finance and Insurance,NEW YORK,NY,10022,2,0,3,0
"25,544",2018,SANTOS INSURANCE AGENCY INC,5216,52 - Finance and Insurance,SAN DIEGO,CA,92110,0,0,1,0
"25,545",2018,SAPPHIRE CAPITAL INC,995,52 - Finance and Insurance,NEW MILFORD,CT,6776,1,0,0,1
"25,546",2018,SATIS GROUP LLC,5348,52 - Finance and Insurance,DENVER,CO,80228,0,0,1,0
"25,547",2018,SATIS GROUP LLC,5348,52 - Finance and Insurance,EVERGREEN,CO,80439,0,0,1,1
"25,548",2018,SB & PB LLC,373,52 - Finance and Insurance,MIAMI,FL,33156,0,0,0,1
"25,549",2018,SB GROUP US INC,5758,52 - Finance and Insurance,SAN CARLOS,CA,94070,1,0,0,0
"25,550",2018,SB INVESTMENT ADVISERS US INC,418,52 - Finance and Insurance,SAN CARLOS,CA,94070,0,0,10,0
"25,551",2018,SCALE MANAGEMENT LLC D/B/A SCALE V,3473,52 - Finance and Insurance,FOSTER CITY,CA,94404,0,0,1,0
"25,552",2018,SCAN GROUP,6037,52 - Finance and Insurance,LONG BEACH,CA,90806,0,0,3,0
"25,553",2018,SCAN HEALTH PLAN,8259,52 - Finance and Insurance,LONG BEACH,CA,90806,0,0,2,0
"25,554",2018,SCHAFER CULLEN CAPITAL MGMT INC,9070,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"25,555",2018,SCHOLTZ COMPANY LLC,6684,52 - Finance and Insurance,STAMFORD,CT,6902,0,0,1,0
"25,556",2018,SCHRODER INVESTMENT MGT N AMERICA,4414,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,1,0
"25,557",2018,SCHVEY INC DBA AXONI,8432,52 - Finance and Insurance,NEW YORK,NY,10001,0,0,1,0
"25,558",2018,SCIOINSPIRE CORP DBA SCIO HEALTH A,5383,52 - Finance and Insurance,PITTSBURGH,PA,15205,0,0,5,1
"25,559",2018,SCIOINSPIRE CORP DBA SCIO HEALTH A,5383,52 - Finance and Insurance,WEST HARTFORD,CT,6110,4,2,9,1
"25,560",2018,SCOPIA CAPITAL MANAGEMENT LP,1986,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
"25,561",2018,SCOR GLOBAL LIFE AMERICAS,48,52 - Finance and Insurance,CHARLOTTE,NC,28280,0,0,1,0
"25,562",2018,SCOR GLOBAL LIFE AMERICAS REINSURA,48,52 - Finance and Insurance,CHARLOTTE,NC,28280,0,0,1,0
"25,563",2018,SCOTIA CAPITAL INC,9583,52 - Finance and Insurance,NEW YORK,NY,10281,0,0,1,0
"25,564",2018,SCOTIA CAPITAL USA INC,9583,52 - Finance and Insurance,NEW YORK,NY,10281,0,0,2,0
"25,565",2018,SCOTT & WHITE HEALTH PLAN,2197,52 - Finance and Insurance,DALLAS,TX,75246,0,0,1,0
"25,566",2018,SCOTTRADE INC,1976,52 - Finance and Insurance,SAINT LOUIS,MO,63141,0,0,0,1
"25,567",2018,SCP III LP DBA SHUMWAY CAPITAL INV,9571,52 - Finance and Insurance,GREENWICH,CT,6830,0,0,1,0
"25,568",2018,SCP NY INC DBA SPARK CAPITAL,1008,52 - Finance and Insurance,NEW YORK,NY,10013,1,0,0,0
"25,569",2018,SCRATCH FINANCIAL LLC,8059,52 - Finance and Insurance,LOS ANGELES,CA,90041,1,0,0,0
"25,570",2018,SCRATCH SERVICES INC,9532,52 - Finance and Insurance,SAN FRANCISCO,CA,94110,0,0,1,0
"25,571",2018,SCRATCH SVCS INC,9532,52 - Finance and Insurance,SAN FRANCISCO,CA,94110,1,0,1,0
"25,572",2018,SCS FINANCIAL SERVICES LLC,8907,52 - Finance and Insurance,BOSTON,MA,2199,0,0,1,0
"25,573",2018,SCURA PALEY SECURITIES LLC DBA AXI,8891,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,1,0
"25,574",2018,SE2 LLC,636,52 - Finance and Insurance,TOPEKA,KS,66636,1,1,5,2
"25,575",2018,SEACOAST NATIONAL BANK,3820,52 - Finance and Insurance,STUART,FL,34994,0,0,3,0
"25,576",2018,SEAPORT GLOBAL HOLDINGS LLC,7685,52 - Finance and Insurance,NEW YORK,NY,10017,1,0,1,0
"25,577",2018,SEARCH FUND ACCELERATOR LLC,5921,52 - Finance and Insurance,BOSTON,MA,2116,0,1,0,0
"25,578",2018,SEASHINE FINANCIAL LLC,3692,52 - Finance and Insurance,IRVINE,CA,92614,0,0,2,0
"25,579",2018,SECOR ASSET MANAGEMENT LP,9612,52 - Finance and Insurance,NEW YORK,NY,10119,0,0,3,0
"25,580",2018,SECURA INSURANCE A MUTUAL CO,5180,52 - Finance and Insurance,APPLETON,WI,54915,0,0,1,0
"25,581",2018,SECURE INVESTORS GROUP INC,4028,52 - Finance and Insurance,TROY,MI,48084,1,0,0,0
"25,582",2018,SECURITIES AMERICA FINANCIAL CORP,1275,52 - Finance and Insurance,LA VISTA,NE,68128,0,0,1,0
"25,583",2018,SECURITIES IND AUTOMATION CORP,7173,52 - Finance and Insurance,ATLANTA,GA,30328,1,0,1,0
"25,584",2018,SECURITIES INDUSTRY AUTOMATION COR,7173,52 - Finance and Insurance,ATLANTA,GA,30328,0,0,1,0
"25,585",2018,SECURITIES LITIGATION & CONS GR IN,4331,52 - Finance and Insurance,MC LEAN,VA,22102,0,0,1,0
"25,586",2018,SECURITY BENEFIT CORPORATION,2239,52 - Finance and Insurance,TOPEKA,KS,66636,1,2,0,0
"25,587",2018,SECURITY FINANCE CORP OF SPARTANBU,9683,52 - Finance and Insurance,SPARTANBURG,SC,29307,0,0,2,0
"25,588",2018,SECURITY FINANCE CORP SPARTANBURG,5968,52 - Finance and Insurance,SPARTANBURG,SC,29307,0,0,1,0
"25,589",2018,SEDGWICK CLAIMS MGMT SVCS INC,5608,52 - Finance and Insurance,MEMPHIS,TN,38120,0,0,3,0
"25,590",2018,SEDGWICK CLAIMS MGT SERVICES INC,5608,52 - Finance and Insurance,MEMPHIS,TN,38120,0,0,1,0
"25,591",2018,SEEDINVEST LLC,2033,52 - Finance and Insurance,NEW YORK,NY,10012,1,0,1,0
"25,592",2018,SEI INVESTMENTS COMPANY,7341,52 - Finance and Insurance,OAKS,PA,19456,1,0,33,2
"25,593",2018,SELECT EQUITY GROUP LP,5710,52 - Finance and Insurance,NEW YORK,NY,10003,0,0,1,0
"25,594",2018,SELECT PORTFOLIO SERVICING INC,5626,52 - Finance and Insurance,WEST VALLEY CITY,UT,84119,0,1,4,0
"25,595",2018,SELECTIVE INSURANCE CO OF AMERICA,,52 - Finance and Insurance,BRANCHVILLE,NJ,7890,0,0,1,0
"25,596",2018,SELECTIVE INSURANCE CO OF AMERICA,2390,52 - Finance and Insurance,BRANCHVILLE,NJ,7890,12,1,9,0
"25,597",2018,SELENE FINANCE LP,263,52 - Finance and Insurance,JACKSONVILLE,FL,32256,0,0,2,0
"25,598",2018,SENATOR CONSTRUCTION GROUP,3304,52 - Finance and Insurance,NEW YORK,NY,10001,0,0,1,0
"25,599",2018,SENIOR LIFE INSURANCE COMPANY,7892,52 - Finance and Insurance,THOMASVILLE,GA,31792,0,1,0,0
"25,600",2018,SENSEGAIN CAPITAL LLC,7050,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
"25,601",2018,SENTE ADVISORY SERVICES INC,,52 - Finance and Insurance,CHICAGO,IL,60654,0,1,0,0
"25,602",2018,SENTIENT INVESTMENT MGMT LLC,1846,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,2,0
"25,603",2018,SENTINEL DOME PARTNERS LLC,1248,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,1,0
"25,604",2018,SENTRY INSURANCE A MUTUAL COMPANY,3950,52 - Finance and Insurance,STEVENS POINT,WI,54481,0,0,4,0
"25,605",2018,SEQUOIA BENEFITS AND INSURANCE SER,7213,52 - Finance and Insurance,SAN MATEO,CA,94404,0,0,2,1
"25,606",2018,SERENITY CAPITAL LLC,4921,52 - Finance and Insurance,PALO ALTO,CA,94301,0,0,1,0
"25,607",2018,SERVICE PAYMENT PLAN INC,578,52 - Finance and Insurance,CHICAGO,IL,60601,1,0,0,0
"25,608",2018,SERVICELINK MANAGEMENT COMPANY LLC,1064,52 - Finance and Insurance,JACKSONVILLE,FL,32204,7,0,1,0
"25,609",2018,SERVICELINK SERVICES LLC,4284,52 - Finance and Insurance,JACKSONVILLE,FL,32204,0,0,3,0
"25,610",2018,SEVEN CORNERS INSUR SOLUTIONS INC,7927,52 - Finance and Insurance,TORRANCE,CA,90501,0,1,0,0
"25,611",2018,SEVEN CORNERS INSURANCE SOLUTIONS,7927,52 - Finance and Insurance,TORRANCE,CA,90501,0,0,1,0
"25,612",2018,SEVEN EIGHT CAPITAL LP,3633,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"25,613",2018,SEVEN POINTS CAPITAL LLC,3523,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"25,614",2018,SEVEN STARS CLOUD GROUP INC,8374,52 - Finance and Insurance,NEW YORK,NY,10006,0,0,1,0
"25,615",2018,SF INVESTMENTS INC,3397,52 - Finance and Insurance,HIGHLAND PARK,IL,60035,0,0,1,0
"25,616",2018,SG AMERICAS SECURITIES LLC,5590,52 - Finance and Insurance,JERSEY CITY,NJ,7310,0,0,1,0
"25,617",2018,SG AMERICAS SECURITIES LLC,5590,52 - Finance and Insurance,NEW YORK,NY,10167,16,4,25,1
"25,618",2018,SG EQUIPMENT FINANCE USA CORP,7553,52 - Finance and Insurance,JERSEY CITY,NJ,7310,0,1,0,0
"25,619",2018,SHANESHAWN LLC,9441,52 - Finance and Insurance,SAN GABRIEL,CA,91776,0,1,0,0
"25,620",2018,SHANGHAI CHENGTOU LLC,6114,52 - Finance and Insurance,NEW YORK,NY,10169,0,0,1,0
